# {'semester': 'NA', 'session': 'ses12-1.txt', 'student': 'n', 'age': '61', 'tstamp': '20160701_1950', 'id': '12', 'sex': 'm'}
city_left;city_right;response;rt
Rangun;Tokio;Tokio;1.5055
Durban;Montreal;Montreal;4.3122
Tokio;Ankara;Tokio;1.4225
Harbin;Bangkok;Bangkok;1.1424
Chongqing;Shanghai;Shanghai;2.8253
Santiago;Tokio;Tokio;1.2351
Ankara;Durban;Ankara;1.2002
London;Busan;London;1.1157
Ibadan;Kano;Ibadan;1.6331
Ibadan;Bangkok;Bangkok;1.1342
Shanghai;Tokio;Shanghai;1.8522
Wuhan;London;London;1.5723
Tianjin;Montreal;Montreal;4.5671
Bangkok;Montreal;Bangkok;0.9852
Rangun;Chongqing;Rangun;1.4114
Santiago;Bangkok;Bangkok;0.9275
Montreal;Seoul;Montreal;3.1642
Chongqing;Bangkok;Bangkok;2.9074
Chongqing;Tokio;Tokio;0.8927
Harbin;Ankara;Ankara;1.0525
Bangkok;Durban;Bangkok;1.1364
Wuhan;Seoul;Seoul;0.9837
Tokio;Wuhan;Tokio;1.0176
Durban;Rangun;Rangun;3.5998
Rangun;Shanghai;Shanghai;1.1789
Bangkok;Kano;Bangkok;0.9696
Durban;London;London;0.9202
Busan;Tianjin;Tianjin;4.0507
Busan;Ibadan;Ibadan;2.3804
Santiago;Ibadan;Santiago;0.8897
Rangun;Ibadan;Ibadan;1.7632
Tokio;Bangkok;Bangkok;2.7623
Chongqing;Ibadan;Ibadan;0.9007
Montreal;Chongqing;Montreal;1.0331
Bangkok;Wuhan;Bangkok;0.9013
London;Chongqing;London;0.8370
Seoul;London;London;2.2325
Busan;Tokio;Tokio;0.9491
Wuhan;Durban;Durban;1.7287
Santiago;Shanghai;Shanghai;1.1874
Busan;Shanghai;Shanghai;1.4804
Ankara;Wuhan;Ankara;1.4076
Seoul;Harbin;Seoul;1.1399
Tianjin;Chongqing;Tianjin;2.1969
Durban;Santiago;Santiago;1.0870
Chongqing;Busan;Chongqing;3.1169
Busan;Bangkok;Bangkok;0.9516
Kano;Montreal;Montreal;0.9657
