city_left;city_right;response;rt;semester;student;age;id;sex;group;trial
Durban;Seoul;Seoul;1.1044;NA;n;34;18;f;1;107
Bangkok;Seoul;Seoul;2.3690;NA;n;34;18;f;1;108
Tianjin;London;London;1.5522;NA;n;34;18;f;1;109
Chongqing;Tokio;Tokio;1.0872;NA;n;34;18;f;1;110
Durban;Montreal;Montreal;1.5045;NA;n;34;18;f;1;111
Ankara;Wuhan;Ankara;1.3665;NA;n;34;18;f;1;112
Ankara;London;Ankara;2.1105;NA;n;34;18;f;1;113
Ankara;Montreal;Montreal;3.4201;NA;n;34;18;f;1;114
Busan;Ankara;Ankara;1.4658;NA;n;34;18;f;1;115
Kano;Rangun;Kano;2.1358;NA;n;34;18;f;1;116
Busan;Ibadan;Ibadan;1.8199;NA;n;34;18;f;1;117
Santiago;Rangun;Santiago;1.2764;NA;n;34;18;f;1;118
Shanghai;Wuhan;Shanghai;1.8252;NA;n;34;18;f;1;119
Chongqing;Shanghai;Shanghai;1.3148;NA;n;34;18;f;1;120
Bangkok;Wuhan;Bangkok;1.7329;NA;n;34;18;f;1;121
Durban;Chongqing;Durban;1.4084;NA;n;34;18;f;1;122
Bangkok;Kano;Bangkok;1.4495;NA;n;34;18;f;1;123
Chongqing;Bangkok;Bangkok;1.4672;NA;n;34;18;f;1;124
Shanghai;Tianjin;Shanghai;1.8997;NA;n;34;18;f;1;125
Rangun;Ibadan;Ibadan;2.2552;NA;n;34;18;f;1;126
Kano;Santiago;Santiago;1.3371;NA;n;34;18;f;1;127
Shanghai;Kano;Shanghai;1.0467;NA;n;34;18;f;1;128
Tokio;Montreal;Tokio;2.1684;NA;n;34;18;f;1;129
Tokio;Wuhan;Tokio;1.0569;NA;n;34;18;f;1;130
Montreal;Santiago;Santiago;2.6789;NA;n;34;18;f;1;131
Tianjin;Durban;Durban;3.0814;NA;n;34;18;f;1;132
Tianjin;Kano;Kano;1.1054;NA;n;34;18;f;1;133
Santiago;Shanghai;Shanghai;2.2240;NA;n;34;18;f;1;134
Santiago;Tokio;Tokio;4.6173;NA;n;34;18;f;1;135
Seoul;London;Seoul;1.0066;NA;n;34;18;f;1;136
Santiago;Chongqing;Santiago;8.3467;6;y;22;02;f;0;1
Harbin;Ankara;Ankara;7.5271;6;y;22;02;f;0;2
London;Shanghai;Shanghai;1.9328;6;y;22;02;f;0;3
Tokio;Kano;Tokio;2.0100;6;y;22;02;f;0;4
Ankara;Durban;Ankara;2.3049;6;y;22;02;f;0;5
Rangun;Tokio;Tokio;1.6354;6;y;22;02;f;0;6
Seoul;Chongqing;Seoul;3.0164;6;y;22;02;f;0;7
Seoul;Busan;Seoul;4.9561;6;y;22;02;f;0;8
Busan;Shanghai;Shanghai;1.7333;6;y;22;02;f;0;9
Rangun;Ibadan;Rangun;9.0025;6;y;22;02;f;0;10
Harbin;Tianjin;Harbin;1.5199;6;y;22;02;f;0;11
Santiago;Ibadan;Santiago;3.6033;6;y;22;02;f;0;12
London;Ibadan;London;2.0443;6;y;22;02;f;0;13
Durban;Chongqing;Chongqing;1.5680;6;y;22;02;f;0;14
Kano;London;London;1.4936;6;y;22;02;f;0;15
Santiago;Bangkok;Bangkok;1.5357;6;y;22;02;f;0;16
Montreal;Busan;Montreal;1.2915;6;y;22;02;f;0;17
Shanghai;Durban;Shanghai;0.9344;6;y;22;02;f;0;18
Harbin;Wuhan;Harbin;2.1965;6;y;22;02;f;0;19
Wuhan;Santiago;Santiago;1.0980;6;y;22;02;f;0;20
Ibadan;Shanghai;Shanghai;0.9177;6;y;22;02;f;0;21
Wuhan;Kano;Kano;1.7496;6;y;22;02;f;0;22
Harbin;Durban;Harbin;2.0187;6;y;22;02;f;0;23
Wuhan;Durban;Durban;1.6416;6;y;22;02;f;0;24
Busan;Ibadan;Busan;2.2666;6;y;22;02;f;0;25
Tokio;Bangkok;Bangkok;3.1109;6;y;22;02;f;0;26
Wuhan;Tianjin;Tianjin;1.4523;6;y;22;02;f;0;27
Tokio;Montreal;Tokio;1.5121;6;y;22;02;f;0;28
Harbin;Kano;Harbin;1.2840;6;y;22;02;f;0;29
Kano;Durban;Durban;1.5690;6;y;22;02;f;0;30
Bangkok;Tianjin;Bangkok;1.0145;6;y;22;02;f;0;31
Wuhan;Rangun;Wuhan;4.2965;6;y;22;02;f;0;32
Durban;Rangun;Durban;1.6517;6;y;22;02;f;0;33
Seoul;London;Seoul;1.1088;6;y;22;02;f;0;34
Kano;Santiago;Santiago;2.7692;6;y;22;02;f;0;35
Durban;Busan;Durban;4.1346;6;y;22;02;f;0;36
Rangun;Bangkok;Bangkok;0.9803;6;y;22;02;f;0;37
Ankara;Wuhan;Ankara;0.8061;6;y;22;02;f;0;38
Montreal;Ibadan;Montreal;0.9085;6;y;22;02;f;0;39
Tianjin;Chongqing;Chongqing;1.0291;6;y;22;02;f;0;40
Tokio;Seoul;Seoul;1.2372;6;y;22;02;f;0;41
Chongqing;Ibadan;Chongqing;2.2952;6;y;22;02;f;0;42
Chongqing;Ankara;Ankara;2.1185;6;y;22;02;f;0;43
Bangkok;Montreal;Bangkok;0.7796;6;y;22;02;f;0;44
Bangkok;Wuhan;Bangkok;0.7274;6;y;22;02;f;0;45
Tianjin;London;London;1.0573;6;y;22;02;f;0;46
London;Chongqing;London;1.4352;6;y;22;02;f;0;47
Santiago;Rangun;Santiago;0.7117;6;y;22;02;f;0;48
Ibadan;Wuhan;Wuhan;1.1856;6;y;22;02;f;0;49
Rangun;Chongqing;Chongqing;0.9051;6;y;22;02;f;0;50
Kano;Montreal;Montreal;1.9050;6;y;22;02;f;0;51
Santiago;Shanghai;Shanghai;1.3929;6;y;22;02;f;0;52
Rangun;Busan;Busan;1.1360;6;y;22;02;f;0;53
Bangkok;Seoul;Seoul;0.8317;6;y;22;02;f;0;54
Rangun;Shanghai;Shanghai;4.2833;6;y;22;02;f;0;55
Durban;Montreal;Montreal;1.3588;6;y;22;02;f;0;56
Shanghai;Wuhan;Shanghai;0.6544;6;y;22;02;f;0;57
Montreal;Seoul;Seoul;1.3168;6;y;22;02;f;0;58
Harbin;Shanghai;Shanghai;0.7415;6;y;22;02;f;0;59
Seoul;Ibadan;Seoul;0.7367;6;y;22;02;f;0;60
Busan;Tianjin;Tianjin;1.4219;6;y;22;02;f;0;61
Santiago;Busan;Santiago;0.7923;6;y;22;02;f;0;62
Wuhan;Seoul;Seoul;0.7258;6;y;22;02;f;0;63
Ankara;Tianjin;Ankara;0.6175;6;y;22;02;f;0;64
Harbin;Bangkok;Bangkok;0.6729;6;y;22;02;f;0;65
Busan;Harbin;Busan;0.6962;6;y;22;02;f;0;66
Wuhan;London;London;0.5689;6;y;22;02;f;0;67
Ankara;Kano;Ankara;0.5501;6;y;22;02;f;0;68
London;Santiago;Santiago;3.9255;6;y;22;02;f;0;69
Tianjin;Seoul;Seoul;1.3867;6;y;22;02;f;0;70
Tokio;Durban;Tokio;0.8808;6;y;22;02;f;0;71
Montreal;Harbin;Montreal;1.0722;6;y;22;02;f;0;72
Ibadan;Ankara;Ankara;0.8867;6;y;22;02;f;0;73
Chongqing;Busan;Chongqing;0.9544;6;y;22;02;f;0;74
Seoul;Rangun;Seoul;0.5427;6;y;22;02;f;0;75
Santiago;Harbin;Santiago;1.0316;6;y;22;02;f;0;76
Chongqing;Wuhan;Chongqing;3.6091;6;y;22;02;f;0;77
London;Harbin;London;2.1098;6;y;22;02;f;0;78
Shanghai;Ankara;Shanghai;0.5811;6;y;22;02;f;0;79
Shanghai;Bangkok;Bangkok;2.4671;6;y;22;02;f;0;80
Shanghai;Tokio;Shanghai;10.0092;6;y;22;02;f;0;81
Rangun;Ankara;Ankara;0.7264;6;y;22;02;f;0;82
Wuhan;Montreal;Montreal;0.9522;6;y;22;02;f;0;83
Durban;London;London;1.3945;6;y;22;02;f;0;84
Ibadan;Harbin;Harbin;0.9429;6;y;22;02;f;0;85
Chongqing;Tokio;Tokio;3.2196;6;y;22;02;f;0;86
Busan;Tokio;Tokio;0.6895;6;y;22;02;f;0;87
Seoul;Shanghai;Shanghai;2.6052;6;y;22;02;f;0;88
Kano;Chongqing;Chongqing;1.1099;6;y;22;02;f;0;89
Tianjin;Montreal;Montreal;0.6948;6;y;22;02;f;0;90
Tianjin;Durban;Durban;0.6807;6;y;22;02;f;0;91
Tokio;Tianjin;Tokio;0.6547;6;y;22;02;f;0;92
Kano;Busan;Busan;0.7187;6;y;22;02;f;0;93
Ibadan;Tianjin;Tianjin;0.8602;6;y;22;02;f;0;94
Bangkok;Durban;Bangkok;0.5331;6;y;22;02;f;0;95
Chongqing;Bangkok;Bangkok;0.8237;6;y;22;02;f;0;96
Ankara;Santiago;Ankara;0.8961;6;y;22;02;f;0;97
Durban;Ibadan;Durban;1.6760;6;y;22;02;f;0;98
Shanghai;Tianjin;Shanghai;4.8544;6;y;22;02;f;0;99
Tianjin;Kano;Tianjin;0.7413;6;y;22;02;f;0;100
Durban;Seoul;Seoul;0.7905;6;y;22;02;f;0;101
Tianjin;Santiago;Santiago;4.5225;6;y;22;02;f;0;102
Bangkok;Kano;Bangkok;2.6730;6;y;22;02;f;0;103
London;Tokio;Tokio;0.7555;6;y;22;02;f;0;104
Busan;Ankara;Ankara;0.8462;6;y;22;02;f;0;105
Tokio;Ankara;Tokio;0.5600;6;y;22;02;f;0;106
Ibadan;Kano;Ibadan;2.0535;6;y;22;02;f;0;107
Rangun;Harbin;Rangun;1.1405;6;y;22;02;f;0;108
Montreal;Santiago;Santiago;2.9002;6;y;22;02;f;0;109
Durban;Santiago;Santiago;1.4070;6;y;22;02;f;0;110
Chongqing;Shanghai;Shanghai;0.8986;6;y;22;02;f;0;111
Busan;Bangkok;Bangkok;0.6576;6;y;22;02;f;0;112
Montreal;Rangun;Montreal;1.0239;6;y;22;02;f;0;113
Shanghai;Montreal;Shanghai;0.5090;6;y;22;02;f;0;114
Ankara;London;Ankara;1.0657;6;y;22;02;f;0;115
Ibadan;Bangkok;Bangkok;0.7665;6;y;22;02;f;0;116
London;Busan;London;0.9770;6;y;22;02;f;0;117
Seoul;Santiago;Seoul;0.6078;6;y;22;02;f;0;118
Shanghai;Kano;Shanghai;0.6728;6;y;22;02;f;0;119
Harbin;Tokio;Tokio;0.6230;6;y;22;02;f;0;120
Seoul;Harbin;Seoul;0.8500;6;y;22;02;f;0;121
London;Rangun;London;1.8072;6;y;22;02;f;0;122
Ibadan;Tokio;Tokio;1.0402;6;y;22;02;f;0;123
Bangkok;London;Bangkok;0.6807;6;y;22;02;f;0;124
Montreal;Chongqing;Montreal;1.1787;6;y;22;02;f;0;125
Ankara;Montreal;Ankara;3.0118;6;y;22;02;f;0;126
Kano;Seoul;Seoul;0.7148;6;y;22;02;f;0;127
Kano;Rangun;Rangun;2.4140;6;y;22;02;f;0;128
Montreal;London;Montreal;1.9506;6;y;22;02;f;0;129
Chongqing;Harbin;Chongqing;0.8389;6;y;22;02;f;0;130
Tianjin;Rangun;Tianjin;1.5042;6;y;22;02;f;0;131
Bangkok;Ankara;Bangkok;0.5304;6;y;22;02;f;0;132
Santiago;Tokio;Tokio;0.8717;6;y;22;02;f;0;133
Ankara;Seoul;Ankara;0.5540;6;y;22;02;f;0;134
Tokio;Wuhan;Tokio;2.2224;6;y;22;02;f;0;135
Busan;Wuhan;Busan;1.3206;6;y;22;02;f;0;136
London;Ankara;London;3.7855;4;y;21;31;f;1;1
Tianjin;Ankara;Ankara;3.0610;4;y;21;31;f;1;2
Bangkok;Santiago;Bangkok;2.0407;4;y;21;31;f;1;3
Tokio;Busan;Tokio;3.9175;4;y;21;31;f;1;4
Shanghai;London;Shanghai;4.1094;4;y;21;31;f;1;5
Ankara;Chongqing;Ankara;1.6923;4;y;21;31;f;1;6
Wuhan;Ibadan;Ibadan;7.2618;4;y;21;31;f;1;7
Durban;Wuhan;Wuhan;2.8775;4;y;21;31;f;1;8
Busan;Chongqing;Busan;2.7810;4;y;21;31;f;1;9
Tianjin;Wuhan;Wuhan;1.5255;4;y;21;31;f;1;10
Shanghai;Santiago;Shanghai;2.9092;4;y;21;31;f;1;11
Shanghai;Seoul;Shanghai;2.8774;4;y;21;31;f;1;12
Kano;Wuhan;Wuhan;1.3732;4;y;21;31;f;1;13
Santiago;Ankara;Ankara;3.1494;4;y;21;31;f;1;14
Ibadan;Chongqing;Ibadan;2.1411;4;y;21;31;f;1;15
Tianjin;Shanghai;Shanghai;4.3009;4;y;21;31;f;1;16
Ankara;Harbin;Ankara;3.4454;4;y;21;31;f;1;17
Busan;Seoul;Seoul;9.8537;4;y;21;31;f;1;18
Seoul;Durban;Seoul;3.5655;4;y;21;31;f;1;19
Chongqing;Durban;Durban;8.1652;4;y;21;31;f;1;20
Chongqing;London;London;2.1970;4;y;21;31;f;1;21
Seoul;Tokio;Tokio;4.1419;4;y;21;31;f;1;22
Seoul;Bangkok;Bangkok;2.7492;4;y;21;31;f;1;23
Santiago;London;London;1.4452;4;y;21;31;f;1;24
Chongqing;Montreal;Montreal;1.5966;4;y;21;31;f;1;25
Harbin;Ibadan;Ibadan;3.5494;4;y;21;31;f;1;26
Santiago;Wuhan;Santiago;2.2931;4;y;21;31;f;1;27
London;Durban;London;2.4134;4;y;21;31;f;1;28
Bangkok;Harbin;Bangkok;2.0456;4;y;21;31;f;1;29
Bangkok;Chongqing;Bangkok;2.0928;4;y;21;31;f;1;30
Tianjin;Harbin;Harbin;4.3413;4;y;21;31;f;1;31
Bangkok;Shanghai;Bangkok;10.3013;4;y;21;31;f;1;32
Kano;Bangkok;Bangkok;1.4376;4;y;21;31;f;1;33
Tianjin;Bangkok;Bangkok;3.0371;4;y;21;31;f;1;34
Rangun;Wuhan;Wuhan;7.8009;4;y;21;31;f;1;35
Montreal;Wuhan;Montreal;3.6534;4;y;21;31;f;1;36
London;Wuhan;London;1.9245;4;y;21;31;f;1;37
Tianjin;Ibadan;Tianjin;4.2534;4;y;21;31;f;1;38
Kano;Ibadan;Ibadan;3.9658;4;y;21;31;f;1;39
Tokio;Ibadan;Tokio;2.5736;4;y;21;31;f;1;40
Montreal;Bangkok;Bangkok;1.4371;4;y;21;31;f;1;41
Montreal;Ankara;Montreal;4.9414;4;y;21;31;f;1;42
Chongqing;Kano;Kano;5.9016;4;y;21;31;f;1;43
Kano;Shanghai;Shanghai;1.5575;4;y;21;31;f;1;44
Rangun;Kano;Kano;11.2140;4;y;21;31;f;1;45
Tokio;Shanghai;Shanghai;10.7974;4;y;21;31;f;1;46
Durban;Tokio;Tokio;4.0856;4;y;21;31;f;1;47
Harbin;Santiago;Santiago;2.5409;4;y;21;31;f;1;48
Montreal;Shanghai;Shanghai;6.1492;4;y;21;31;f;1;49
Tokio;London;Tokio;3.0616;4;y;21;31;f;1;50
Wuhan;Ankara;Ankara;1.3016;4;y;21;31;f;1;51
Tokio;Rangun;Tokio;5.5652;4;y;21;31;f;1;52
London;Bangkok;Bangkok;3.1573;4;y;21;31;f;1;53
Seoul;Tianjin;Seoul;5.9014;4;y;21;31;f;1;54
Kano;Ankara;Ankara;1.5739;4;y;21;31;f;1;55
Rangun;Tianjin;Rangun;8.1251;4;y;21;31;f;1;56
Shanghai;Ibadan;Shanghai;2.1172;4;y;21;31;f;1;57
Kano;Tokio;Tokio;2.1180;4;y;21;31;f;1;58
Ankara;Bangkok;Bangkok;2.3572;4;y;21;31;f;1;59
Tokio;Chongqing;Tokio;1.4773;4;y;21;31;f;1;60
Harbin;Rangun;Rangun;3.0377;4;y;21;31;f;1;61
London;Tianjin;London;1.5654;4;y;21;31;f;1;62
Ibadan;Santiago;Santiago;2.3174;4;y;21;31;f;1;63
Santiago;Kano;Santiago;1.8214;4;y;21;31;f;1;64
Ibadan;Durban;Durban;6.2778;4;y;21;31;f;1;65
Harbin;London;London;2.6136;4;y;21;31;f;1;66
Tianjin;Tokio;Tokio;3.0374;4;y;21;31;f;1;67
Montreal;Kano;Montreal;2.3414;4;y;21;31;f;1;68
Ibadan;Montreal;Montreal;4.6090;4;y;21;31;f;1;69
Rangun;Durban;Durban;2.8295;4;y;21;31;f;1;70
Bangkok;Busan;Bangkok;1.0132;4;y;21;31;f;1;71
Wuhan;Busan;Busan;2.0462;4;y;21;31;f;1;72
Ankara;Ibadan;Ankara;19.7821;4;y;21;31;f;1;73
Busan;Rangun;Rangun;2.9737;4;y;21;31;f;1;74
Durban;Tianjin;Durban;1.8532;4;y;21;31;f;1;75
Harbin;Seoul;Seoul;1.9577;4;y;21;31;f;1;76
Busan;Montreal;Montreal;1.6698;4;y;21;31;f;1;77
Santiago;Tianjin;Santiago;2.8852;4;y;21;31;f;1;78
Ibadan;Busan;Busan;1.0538;4;y;21;31;f;1;79
Kano;Tianjin;Tianjin;1.2142;4;y;21;31;f;1;80
Durban;Kano;Durban;3.3822;4;y;21;31;f;1;81
Wuhan;Bangkok;Bangkok;1.2281;4;y;21;31;f;1;82
Durban;Bangkok;Bangkok;1.3659;4;y;21;31;f;1;83
Durban;Shanghai;Shanghai;1.3335;4;y;21;31;f;1;84
Santiago;Montreal;Montreal;2.8613;4;y;21;31;f;1;85
Bangkok;Rangun;Bangkok;1.0053;4;y;21;31;f;1;86
London;Seoul;London;1.0059;4;y;21;31;f;1;87
Montreal;Tokio;Tokio;3.8460;4;y;21;31;f;1;88
Busan;Kano;Busan;1.4061;4;y;21;31;f;1;89
Ankara;Tokio;Ankara;0.8461;4;y;21;31;f;1;90
London;Montreal;London;4.2455;4;y;21;31;f;1;91
Ibadan;Rangun;Ibadan;1.4057;4;y;21;31;f;1;92
Wuhan;Harbin;Wuhan;3.9096;4;y;21;31;f;1;93
Rangun;Seoul;Seoul;1.5736;4;y;21;31;f;1;94
Ibadan;London;London;1.1255;4;y;21;31;f;1;95
Kano;Harbin;Harbin;1.0303;4;y;21;31;f;1;96
Rangun;London;London;1.1420;4;y;21;31;f;1;97
Seoul;Ankara;Ankara;2.1573;4;y;21;31;f;1;98
Shanghai;Busan;Shanghai;0.8697;4;y;21;31;f;1;99
Busan;Durban;Durban;1.6219;4;y;21;31;f;1;100
Durban;Harbin;Durban;1.1740;4;y;21;31;f;1;101
Rangun;Montreal;Montreal;0.8616;4;y;21;31;f;1;102
Harbin;Busan;Busan;3.3615;4;y;21;31;f;1;103
Shanghai;Chongqing;Shanghai;0.7330;4;y;21;31;f;1;104
Wuhan;Tokio;Tokio;1.3257;4;y;21;31;f;1;105
Ankara;Shanghai;Shanghai;1.0696;4;y;21;31;f;1;106
Busan;Santiago;Busan;1.2695;4;y;21;31;f;1;107
Durban;Ankara;Ankara;1.6060;4;y;21;31;f;1;108
London;Kano;London;0.6859;4;y;21;31;f;1;109
Shanghai;Harbin;Shanghai;0.9578;4;y;21;31;f;1;110
Bangkok;Tokio;Tokio;1.4377;4;y;21;31;f;1;111
Chongqing;Seoul;Seoul;1.4135;4;y;21;31;f;1;112
Montreal;Tianjin;Montreal;0.8691;4;y;21;31;f;1;113
Wuhan;Chongqing;Wuhan;1.0775;4;y;21;31;f;1;114
Santiago;Durban;Santiago;1.3816;4;y;21;31;f;1;115
Ankara;Rangun;Ankara;1.2617;4;y;21;31;f;1;116
Seoul;Kano;Seoul;1.2461;4;y;21;31;f;1;117
Chongqing;Rangun;Rangun;0.8454;4;y;21;31;f;1;118
Santiago;Seoul;Santiago;0.7656;4;y;21;31;f;1;119
Tokio;Harbin;Tokio;1.1576;4;y;21;31;f;1;120
Ankara;Busan;Ankara;4.5574;4;y;21;31;f;1;121
Chongqing;Tianjin;Tianjin;0.7333;4;y;21;31;f;1;122
Bangkok;Ibadan;Bangkok;1.5977;4;y;21;31;f;1;123
Seoul;Wuhan;Seoul;1.0218;4;y;21;31;f;1;124
Tokio;Santiago;Tokio;1.1978;4;y;21;31;f;1;125
Busan;London;London;0.7099;4;y;21;31;f;1;126
Chongqing;Santiago;Santiago;0.9496;4;y;21;31;f;1;127
Seoul;Montreal;Montreal;1.3721;4;y;21;31;f;1;128
Harbin;Chongqing;Harbin;1.3895;4;y;21;31;f;1;129
Harbin;Montreal;Montreal;0.8460;4;y;21;31;f;1;130
Shanghai;Rangun;Shanghai;0.7414;4;y;21;31;f;1;131
Ibadan;Seoul;Seoul;0.8698;4;y;21;31;f;1;132
Tianjin;Busan;Busan;3.0542;4;y;21;31;f;1;133
Montreal;Durban;Montreal;1.1093;4;y;21;31;f;1;134
Wuhan;Shanghai;Shanghai;0.7820;4;y;21;31;f;1;135
Rangun;Santiago;Santiago;0.8932;4;y;21;31;f;1;136
Wuhan;Seoul;Seoul;1.8362;8;y;24;11;m;1;1
Shanghai;Tokio;Tokio;1.9781;8;y;24;11;m;1;2
Harbin;Tianjin;Harbin;2.5283;8;y;24;11;m;1;3
Seoul;Shanghai;Shanghai;2.4075;8;y;24;11;m;1;4
Ibadan;Wuhan;Ibadan;1.8274;8;y;24;11;m;1;5
Bangkok;Wuhan;Bangkok;1.2180;8;y;24;11;m;1;6
Wuhan;Tianjin;Tianjin;2.7217;8;y;24;11;m;1;7
Montreal;Busan;Montreal;1.2337;8;y;24;11;m;1;8
Ankara;Montreal;Ankara;1.9958;8;y;24;11;m;1;9
Tokio;Wuhan;Tokio;1.2226;8;y;24;11;m;1;10
Chongqing;Ankara;Ankara;1.9771;8;y;24;11;m;1;11
Tianjin;Santiago;Santiago;1.2878;8;y;24;11;m;1;12
Montreal;London;Montreal;2.8795;8;y;24;11;m;1;13
Chongqing;Busan;Busan;2.7754;8;y;24;11;m;1;14
Wuhan;Kano;Kano;2.0657;8;y;24;11;m;1;15
London;Santiago;London;1.5298;8;y;24;11;m;1;16
Harbin;Ankara;Ankara;2.5450;8;y;24;11;m;1;17
Durban;Rangun;Rangun;2.4678;8;y;24;11;m;1;18
London;Chongqing;London;1.8477;8;y;24;11;m;1;19
Rangun;Ankara;Ankara;1.7559;8;y;24;11;m;1;20
Rangun;Tokio;Tokio;1.1774;8;y;24;11;m;1;21
Busan;Tianjin;Busan;3.1722;8;y;24;11;m;1;22
Kano;Durban;Durban;3.3886;8;y;24;11;m;1;23
Kano;Busan;Busan;2.0923;8;y;24;11;m;1;24
Tokio;Seoul;Tokio;3.7451;8;y;24;11;m;1;25
London;Ibadan;London;1.1734;8;y;24;11;m;1;26
Shanghai;Montreal;Shanghai;1.5036;8;y;24;11;m;1;27
Bangkok;Seoul;Seoul;2.2053;8;y;24;11;m;1;28
Kano;Seoul;Seoul;1.0915;8;y;24;11;m;1;29
Bangkok;Montreal;Montreal;3.3819;8;y;24;11;m;1;30
Chongqing;Harbin;Harbin;1.4267;8;y;24;11;m;1;31
Tianjin;London;London;0.8918;8;y;24;11;m;1;32
Ankara;Tianjin;Ankara;1.0553;8;y;24;11;m;1;33
Kano;London;London;0.7941;8;y;24;11;m;1;34
Montreal;Ibadan;Montreal;1.6032;8;y;24;11;m;1;35
Wuhan;London;London;1.6631;8;y;24;11;m;1;36
Tianjin;Rangun;Rangun;2.0176;8;y;24;11;m;1;37
Seoul;Rangun;Seoul;0.8337;8;y;24;11;m;1;38
Santiago;Harbin;Santiago;1.1157;8;y;24;11;m;1;39
Durban;London;London;1.0134;8;y;24;11;m;1;40
Montreal;Seoul;Montreal;0.9847;8;y;24;11;m;1;41
Kano;Montreal;Montreal;1.2798;8;y;24;11;m;1;42
Seoul;Santiago;Seoul;1.2926;8;y;24;11;m;1;43
Rangun;Ibadan;Rangun;1.3923;8;y;24;11;m;1;44
Durban;Busan;Durban;1.7267;8;y;24;11;m;1;45
Chongqing;Tokio;Tokio;1.2531;8;y;24;11;m;1;46
Bangkok;Tianjin;Bangkok;1.0482;8;y;24;11;m;1;47
Bangkok;Ankara;Bangkok;0.8323;8;y;24;11;m;1;48
Santiago;Rangun;Santiago;1.2166;8;y;24;11;m;1;49
Tianjin;Chongqing;Chongqing;2.3720;8;y;24;11;m;1;50
Harbin;Tokio;Tokio;1.3128;8;y;24;11;m;1;51
Bangkok;London;London;2.7262;8;y;24;11;m;1;52
Durban;Montreal;Montreal;1.5969;8;y;24;11;m;1;53
Chongqing;Bangkok;Bangkok;2.2864;8;y;24;11;m;1;54
Seoul;Harbin;Seoul;1.3817;8;y;24;11;m;1;55
Ankara;Seoul;Seoul;0.9181;8;y;24;11;m;1;56
Santiago;Tokio;Tokio;0.8961;8;y;24;11;m;1;57
London;Busan;London;0.9733;8;y;24;11;m;1;58
Busan;Ankara;Ankara;0.7171;8;y;24;11;m;1;59
Busan;Bangkok;Bangkok;1.1550;8;y;24;11;m;1;60
Kano;Rangun;Kano;1.3818;8;y;24;11;m;1;61
Seoul;Chongqing;Seoul;0.8900;8;y;24;11;m;1;62
Tokio;Kano;Tokio;1.8760;8;y;24;11;m;1;63
Santiago;Shanghai;Santiago;0.9735;8;y;24;11;m;1;64
Shanghai;Kano;Shanghai;0.8557;8;y;24;11;m;1;65
Ibadan;Ankara;Ankara;0.9817;8;y;24;11;m;1;66
Busan;Ibadan;Busan;3.0359;8;y;24;11;m;1;67
Busan;Tokio;Tokio;0.7354;8;y;24;11;m;1;68
Harbin;Durban;Harbin;3.2377;8;y;24;11;m;1;69
Seoul;Ibadan;Seoul;0.7892;8;y;24;11;m;1;70
Tianjin;Kano;Kano;1.3002;8;y;24;11;m;1;71
Ankara;London;Ankara;2.2036;8;y;24;11;m;1;72
Shanghai;Tianjin;Shanghai;1.4320;8;y;24;11;m;1;73
Bangkok;Durban;Bangkok;1.1536;8;y;24;11;m;1;74
Tokio;Ankara;Tokio;0.8430;8;y;24;11;m;1;75
Montreal;Harbin;Montreal;1.2242;8;y;24;11;m;1;76
Rangun;Bangkok;Bangkok;1.1007;8;y;24;11;m;1;77
Durban;Santiago;Santiago;1.2609;8;y;24;11;m;1;78
Harbin;Wuhan;Harbin;1.4530;8;y;24;11;m;1;79
Shanghai;Bangkok;Bangkok;1.4665;8;y;24;11;m;1;80
Ankara;Kano;Ankara;1.0653;8;y;24;11;m;1;81
Rangun;Chongqing;Chongqing;2.1722;8;y;24;11;m;1;82
Harbin;Kano;Kano;1.1943;8;y;24;11;m;1;83
Rangun;Harbin;Harbin;0.9677;8;y;24;11;m;1;84
Santiago;Chongqing;Santiago;0.8731;8;y;24;11;m;1;85
Tokio;Durban;Tokio;0.8103;8;y;24;11;m;1;86
Ankara;Durban;Ankara;1.8340;8;y;24;11;m;1;87
Montreal;Santiago;Montreal;0.9441;8;y;24;11;m;1;88
Chongqing;Ibadan;Chongqing;1.0026;8;y;24;11;m;1;89
Rangun;Busan;Rangun;1.0674;8;y;24;11;m;1;90
London;Harbin;London;0.6961;8;y;24;11;m;1;91
Santiago;Bangkok;Bangkok;1.0070;8;y;24;11;m;1;92
Tokio;Tianjin;Tokio;0.7401;8;y;24;11;m;1;93
Shanghai;Durban;Shanghai;1.2350;8;y;24;11;m;1;94
Durban;Chongqing;Durban;1.3626;8;y;24;11;m;1;95
Ankara;Santiago;Ankara;0.7852;8;y;24;11;m;1;96
Kano;Santiago;Santiago;0.8657;8;y;24;11;m;1;97
Shanghai;Wuhan;Shanghai;0.9746;8;y;24;11;m;1;98
Montreal;Chongqing;Montreal;2.4577;8;y;24;11;m;1;99
Wuhan;Durban;Wuhan;2.6128;8;y;24;11;m;1;100
Busan;Shanghai;Shanghai;1.1440;8;y;24;11;m;1;101
London;Rangun;London;0.6214;8;y;24;11;m;1;102
Tianjin;Montreal;Montreal;1.0336;8;y;24;11;m;1;103
Ibadan;Harbin;Ibadan;1.1637;8;y;24;11;m;1;104
Durban;Seoul;Seoul;0.9139;8;y;24;11;m;1;105
Bangkok;Kano;Bangkok;1.0771;8;y;24;11;m;1;106
Busan;Wuhan;Busan;1.0924;8;y;24;11;m;1;107
Tianjin;Seoul;Seoul;1.0776;8;y;24;11;m;1;108
