city_left;city_right;response;rt;semester;student;age;id;sex;group;trial
Durban;Ibadan;Durban;10.7616;6;y;25;14;m;1;1
Ankara;London;London;3.2745;6;y;25;14;m;1;2
Tokio;Tianjin;Tokio;1.0850;6;y;25;14;m;1;3
Montreal;Santiago;Santiago;20.8609;6;y;25;14;m;1;4
Chongqing;Tokio;Tokio;10.9873;6;y;25;14;m;1;5
Ibadan;Tokio;Tokio;1.2800;6;y;25;14;m;1;6
Shanghai;Tianjin;Shanghai;1.8839;6;y;25;14;m;1;7
Kano;Busan;Busan;8.7602;6;y;25;14;m;1;8
Rangun;Bangkok;Bangkok;11.4028;6;y;25;14;m;1;9
Wuhan;Seoul;Seoul;5.9480;6;y;25;14;m;1;10
Bangkok;Durban;Durban;2.8317;6;y;25;14;m;1;11
Chongqing;Wuhan;Chongqing;3.0007;6;y;25;14;m;1;12
Harbin;Tianjin;Tianjin;3.3041;6;y;25;14;m;1;13
Durban;Seoul;Seoul;28.5449;6;y;25;14;m;1;14
Wuhan;Montreal;Montreal;8.1490;6;y;25;14;m;1;15
Kano;Chongqing;Chongqing;1.7534;6;y;25;14;m;1;16
Ibadan;Tianjin;Tianjin;3.0997;6;y;25;14;m;1;17
London;Shanghai;Shanghai;1.5255;6;y;25;14;m;1;18
London;Ibadan;London;2.0608;6;y;25;14;m;1;19
Tianjin;Seoul;Seoul;6.2547;6;y;25;14;m;1;20
Durban;Rangun;Durban;3.2582;6;y;25;14;m;1;21
Busan;Ibadan;Busan;7.2423;6;y;25;14;m;1;22
Bangkok;Ankara;Bangkok;1.1227;6;y;25;14;m;1;23
Ibadan;Bangkok;Bangkok;5.2529;6;y;25;14;m;1;24
Seoul;Busan;Seoul;3.2520;6;y;25;14;m;1;25
Bangkok;Kano;Bangkok;1.9354;6;y;25;14;m;1;26
Seoul;Ibadan;Seoul;3.6443;6;y;25;14;m;1;27
Kano;Santiago;Santiago;1.5165;6;y;25;14;m;1;28
London;Harbin;London;1.1256;6;y;25;14;m;1;29
Seoul;Santiago;Seoul;1.6825;6;y;25;14;m;1;30
Rangun;Shanghai;Shanghai;1.3998;6;y;25;14;m;1;31
Seoul;London;London;32.0970;6;y;25;14;m;1;32
Harbin;Tokio;Tokio;1.1388;6;y;25;14;m;1;33
Chongqing;Bangkok;Chongqing;3.9924;6;y;25;14;m;1;34
Shanghai;Wuhan;Shanghai;13.2253;6;y;25;14;m;1;35
Ibadan;Kano;Ibadan;1.9404;6;y;25;14;m;1;36
Santiago;Tokio;Tokio;1.5835;6;y;25;14;m;1;37
Shanghai;Ankara;Shanghai;1.4236;6;y;25;14;m;1;38
Shanghai;Montreal;Shanghai;1.2523;6;y;25;14;m;1;39
Bangkok;Tianjin;Bangkok;2.7374;6;y;25;14;m;1;40
Tokio;Kano;Tokio;1.0312;6;y;25;14;m;1;41
Tokio;Montreal;Tokio;0.5670;6;y;25;14;m;1;42
Tianjin;Santiago;Tianjin;1.5782;6;y;25;14;m;1;43
Bangkok;Seoul;Seoul;2.5148;6;y;25;14;m;1;44
Bangkok;London;London;1.0384;6;y;25;14;m;1;45
Wuhan;Tianjin;Tianjin;2.9371;6;y;25;14;m;1;46
Chongqing;Harbin;Chongqing;3.1492;6;y;25;14;m;1;47
Tianjin;Durban;Durban;1.1195;6;y;25;14;m;1;48
Rangun;Tokio;Tokio;3.2858;6;y;25;14;m;1;49
London;Rangun;London;1.6491;6;y;25;14;m;1;50
Tianjin;London;London;2.4541;6;y;25;14;m;1;51
Wuhan;Durban;Durban;2.2175;6;y;25;14;m;1;52
London;Santiago;London;1.5991;6;y;25;14;m;1;53
Durban;Busan;Durban;4.2375;6;y;25;14;m;1;54
Ankara;Montreal;Ankara;8.2929;6;y;25;14;m;1;55
London;Tokio;Tokio;1.1700;6;y;25;14;m;1;56
Chongqing;Shanghai;Shanghai;1.4920;6;y;25;14;m;1;57
Busan;Bangkok;Bangkok;3.2674;6;y;25;14;m;1;58
Durban;Chongqing;Durban;3.5072;6;y;25;14;m;1;59
Busan;Ankara;Busan;2.0238;6;y;25;14;m;1;60
Montreal;Busan;Busan;1.7120;6;y;25;14;m;1;61
Tianjin;Chongqing;Chongqing;2.3838;6;y;25;14;m;1;62
Kano;Seoul;Seoul;1.4448;6;y;25;14;m;1;63
Wuhan;Rangun;Rangun;4.6629;6;y;25;14;m;1;64
Montreal;Rangun;Rangun;1.1244;6;y;25;14;m;1;65
Santiago;Shanghai;Shanghai;1.1821;6;y;25;14;m;1;66
Kano;Montreal;Kano;1.6406;6;y;25;14;m;1;67
Rangun;Ankara;Rangun;2.2236;6;y;25;14;m;1;68
Rangun;Harbin;Rangun;2.0698;6;y;25;14;m;1;69
Bangkok;Montreal;Bangkok;1.1148;6;y;25;14;m;1;70
Tianjin;Rangun;Tianjin;2.0069;6;y;25;14;m;1;71
Busan;Tianjin;Tianjin;0.9412;6;y;25;14;m;1;72
Chongqing;Ankara;Chongqing;0.9788;6;y;25;14;m;1;73
Seoul;Rangun;Seoul;1.0321;6;y;25;14;m;1;74
Santiago;Rangun;Rangun;10.7971;6;y;25;14;m;1;75
Santiago;Bangkok;Bangkok;1.3831;6;y;25;14;m;1;76
Tokio;Bangkok;Tokio;0.7957;6;y;25;14;m;1;77
Santiago;Harbin;Santiago;1.5595;6;y;25;14;m;1;78
Wuhan;London;London;0.9233;6;y;25;14;m;1;79
Busan;Tokio;Tokio;1.7826;6;y;25;14;m;1;80
Montreal;Ibadan;Ibadan;1.9293;6;y;25;14;m;1;81
Kano;Durban;Durban;1.0965;6;y;25;14;m;1;82
Santiago;Busan;Santiago;1.5506;6;y;25;14;m;1;83
Harbin;Durban;Durban;0.7690;6;y;25;14;m;1;84
Rangun;Ibadan;Ibadan;3.9651;6;y;25;14;m;1;85
Montreal;Harbin;Harbin;2.4392;6;y;25;14;m;1;86
Harbin;Wuhan;Wuhan;3.4481;6;y;25;14;m;1;87
Durban;Santiago;Durban;1.8535;6;y;25;14;m;1;88
Ankara;Durban;Durban;1.0306;6;y;25;14;m;1;89
Durban;London;London;0.9244;6;y;25;14;m;1;90
Montreal;London;London;1.9896;6;y;25;14;m;1;91
Santiago;Ibadan;Ibadan;1.9440;6;y;25;14;m;1;92
Tokio;Durban;Tokio;0.7516;6;y;25;14;m;1;93
Montreal;Seoul;Seoul;0.7843;6;y;25;14;m;1;94
Busan;Wuhan;Busan;2.6831;6;y;25;14;m;1;95
Shanghai;Durban;Shanghai;2.1729;6;y;25;14;m;1;96
Ankara;Tianjin;Tianjin;2.9117;6;y;25;14;m;1;97
Santiago;Chongqing;Chongqing;5.1604;6;y;25;14;m;1;98
Tokio;Ankara;Tokio;2.0378;6;y;25;14;m;1;99
Rangun;Chongqing;Chongqing;1.2250;6;y;25;14;m;1;100
Ankara;Santiago;Santiago;1.5950;6;y;25;14;m;1;101
Shanghai;Tokio;Tokio;1.1459;6;y;25;14;m;1;102
London;Busan;London;2.4633;6;y;25;14;m;1;103
Shanghai;Kano;Shanghai;0.9279;6;y;25;14;m;1;104
Montreal;Chongqing;Chongqing;1.2208;6;y;25;14;m;1;105
Harbin;Ankara;Harbin;2.3977;6;y;25;14;m;1;106
Ankara;Kano;Ankara;2.2056;6;y;25;14;m;1;107
Rangun;Busan;Busan;1.4397;6;y;25;14;m;1;108
Busan;Harbin;Busan;0.8102;6;y;25;14;m;1;109
Ankara;Seoul;Seoul;1.1448;6;y;25;14;m;1;110
Bangkok;Wuhan;Bangkok;1.7510;6;y;25;14;m;1;111
Chongqing;Ibadan;Chongqing;2.3094;6;y;25;14;m;1;112
Harbin;Shanghai;Shanghai;1.4200;6;y;25;14;m;1;113
London;Chongqing;London;1.3056;6;y;25;14;m;1;114
Seoul;Chongqing;Seoul;1.4327;6;y;25;14;m;1;115
Tokio;Wuhan;Tokio;1.0154;6;y;25;14;m;1;116
Tianjin;Kano;Tianjin;3.0949;6;y;25;14;m;1;117
Wuhan;Kano;Wuhan;1.4726;6;y;25;14;m;1;118
Kano;London;London;0.7972;6;y;25;14;m;1;119
Seoul;Shanghai;Shanghai;1.1841;6;y;25;14;m;1;120
Harbin;Kano;Harbin;3.4193;6;y;25;14;m;1;121
Ibadan;Ankara;Ibadan;1.0934;6;y;25;14;m;1;122
Tianjin;Montreal;Tianjin;1.4469;6;y;25;14;m;1;123
Kano;Rangun;Kano;6.5022;6;y;25;14;m;1;124
Busan;Shanghai;Shanghai;1.2048;6;y;25;14;m;1;125
Ankara;Wuhan;Wuhan;1.1223;6;y;25;14;m;1;126
Ibadan;Shanghai;Shanghai;3.0281;6;y;25;14;m;1;127
Ibadan;Harbin;Ibadan;2.0543;6;y;25;14;m;1;128
Durban;Montreal;Durban;1.4417;6;y;25;14;m;1;129
Harbin;Bangkok;Bangkok;2.5657;6;y;25;14;m;1;130
Seoul;Harbin;Seoul;1.1107;6;y;25;14;m;1;131
Tokio;Seoul;Tokio;1.1891;6;y;25;14;m;1;132
Ibadan;Wuhan;Ibadan;0.9158;6;y;25;14;m;1;133
Wuhan;Santiago;Santiago;8.7341;6;y;25;14;m;1;134
Chongqing;Busan;Chongqing;0.9737;6;y;25;14;m;1;135
Shanghai;Bangkok;Shanghai;0.7707;6;y;25;14;m;1;136
Kano;Bangkok;Bangkok;2.8168;NA;n;23;36;f;1;1
Seoul;Wuhan;Seoul;4.3203;NA;n;23;36;f;1;2
Rangun;Wuhan;Rangun;6.3620;NA;n;23;36;f;1;3
Wuhan;Bangkok;Bangkok;3.0460;NA;n;23;36;f;1;4
Ankara;Harbin;Ankara;2.7287;NA;n;23;36;f;1;5
Bangkok;Rangun;Rangun;2.2074;NA;n;23;36;f;1;6
Ibadan;Rangun;Rangun;2.6739;NA;n;23;36;f;1;7
Montreal;Durban;Montreal;3.3192;NA;n;23;36;f;1;8
London;Montreal;London;2.6460;NA;n;23;36;f;1;9
Ankara;Chongqing;Ankara;3.4095;NA;n;23;36;f;1;10
Montreal;Tianjin;Tianjin;3.1646;NA;n;23;36;f;1;11
Shanghai;Rangun;Shanghai;2.0941;NA;n;23;36;f;1;12
Santiago;Durban;Durban;2.8471;NA;n;23;36;f;1;13
London;Durban;London;2.1386;NA;n;23;36;f;1;14
Ankara;Rangun;Ankara;2.0072;NA;n;23;36;f;1;15
Shanghai;Busan;Shanghai;1.5683;NA;n;23;36;f;1;16
Tokio;Shanghai;Shanghai;5.2542;NA;n;23;36;f;1;17
London;Seoul;London;1.3033;NA;n;23;36;f;1;18
Kano;Harbin;Harbin;3.8135;NA;n;23;36;f;1;19
Bangkok;Tokio;Tokio;1.7372;NA;n;23;36;f;1;20
Tokio;Harbin;Tokio;1.2485;NA;n;23;36;f;1;21
Kano;Ankara;Ankara;2.5486;NA;n;23;36;f;1;22
Rangun;Montreal;Rangun;2.4591;NA;n;23;36;f;1;23
Durban;Tianjin;Durban;4.6912;NA;n;23;36;f;1;24
Chongqing;Santiago;Santiago;4.1189;NA;n;23;36;f;1;25
Seoul;Montreal;Seoul;2.3321;NA;n;23;36;f;1;26
Harbin;Montreal;Montreal;1.8494;NA;n;23;36;f;1;27
Durban;Kano;Durban;3.7970;NA;n;23;36;f;1;28
Harbin;Rangun;Rangun;2.4069;NA;n;23;36;f;1;29
Chongqing;Durban;Durban;1.5293;NA;n;23;36;f;1;30
Rangun;Kano;Rangun;2.2061;NA;n;23;36;f;1;31
Tianjin;Ankara;Ankara;2.1947;NA;n;23;36;f;1;32
Tianjin;Wuhan;Wuhan;2.2417;NA;n;23;36;f;1;33
Shanghai;London;Shanghai;2.9426;NA;n;23;36;f;1;34
Tokio;Ibadan;Tokio;2.6442;NA;n;23;36;f;1;35
Rangun;London;Rangun;2.1979;NA;n;23;36;f;1;36
Ibadan;London;London;3.9136;NA;n;23;36;f;1;37
Shanghai;Harbin;Shanghai;1.7782;NA;n;23;36;f;1;38
Bangkok;Shanghai;Shanghai;8.6415;NA;n;23;36;f;1;39
London;Wuhan;London;1.5316;NA;n;23;36;f;1;40
Tianjin;Shanghai;Shanghai;1.7724;NA;n;23;36;f;1;41
Chongqing;Seoul;Seoul;3.4474;NA;n;23;36;f;1;42
Busan;Seoul;Seoul;1.4135;NA;n;23;36;f;1;43
Seoul;Tianjin;Seoul;2.2511;NA;n;23;36;f;1;44
Chongqing;Montreal;Chongqing;5.6294;NA;n;23;36;f;1;45
Ankara;Shanghai;Shanghai;1.5069;NA;n;23;36;f;1;46
Durban;Bangkok;Bangkok;1.8130;NA;n;23;36;f;1;47
Harbin;London;London;2.2603;NA;n;23;36;f;1;48
Durban;Ankara;Durban;1.7812;NA;n;23;36;f;1;49
Montreal;Wuhan;Montreal;1.5018;NA;n;23;36;f;1;50
Wuhan;Busan;Wuhan;2.5853;NA;n;23;36;f;1;51
Shanghai;Ibadan;Shanghai;1.2891;NA;n;23;36;f;1;52
Busan;Chongqing;Chongqing;2.1219;NA;n;23;36;f;1;53
Ankara;Ibadan;Ankara;2.4571;NA;n;23;36;f;1;54
Montreal;Shanghai;Shanghai;2.0710;NA;n;23;36;f;1;55
London;Tianjin;London;1.6601;NA;n;23;36;f;1;56
Seoul;Kano;Seoul;1.6942;NA;n;23;36;f;1;57
Montreal;Tokio;Tokio;1.5282;NA;n;23;36;f;1;58
Tokio;Chongqing;Tokio;1.1999;NA;n;23;36;f;1;59
Ibadan;Chongqing;Chongqing;5.0844;NA;n;23;36;f;1;60
Seoul;Durban;Durban;2.8255;NA;n;23;36;f;1;61
Rangun;Santiago;Santiago;3.2168;NA;n;23;36;f;1;62
Ibadan;Santiago;Santiago;1.8765;NA;n;23;36;f;1;63
Harbin;Busan;Harbin;1.7033;NA;n;23;36;f;1;64
Santiago;Kano;Santiago;1.4917;NA;n;23;36;f;1;65
Kano;Wuhan;Kano;1.8931;NA;n;23;36;f;1;66
Tokio;London;Tokio;1.7299;NA;n;23;36;f;1;67
Busan;London;London;1.2569;NA;n;23;36;f;1;68
Seoul;Bangkok;Bangkok;2.2512;NA;n;23;36;f;1;69
Shanghai;Chongqing;Shanghai;1.6059;NA;n;23;36;f;1;70
Chongqing;Kano;Chongqing;1.8649;NA;n;23;36;f;1;71
Santiago;Seoul;Santiago;1.5067;NA;n;23;36;f;1;72
London;Kano;London;1.1539;NA;n;23;36;f;1;73
Durban;Shanghai;Shanghai;2.7844;NA;n;23;36;f;1;74
Durban;Wuhan;Durban;1.9156;NA;n;23;36;f;1;75
Santiago;Wuhan;Santiago;1.9618;NA;n;23;36;f;1;76
Tokio;Busan;Tokio;0.8841;NA;n;23;36;f;1;77
Ibadan;Busan;Busan;1.7856;NA;n;23;36;f;1;78
Harbin;Chongqing;Harbin;1.3858;NA;n;23;36;f;1;79
Tianjin;Harbin;Harbin;1.4896;NA;n;23;36;f;1;80
Harbin;Ibadan;Harbin;1.1274;NA;n;23;36;f;1;81
Seoul;Ankara;Ankara;2.6276;NA;n;23;36;f;1;82
Ibadan;Durban;Durban;1.4019;NA;n;23;36;f;1;83
Shanghai;Santiago;Shanghai;1.7499;NA;n;23;36;f;1;84
Tokio;Rangun;Tokio;1.0125;NA;n;23;36;f;1;85
Bangkok;Busan;Bangkok;0.8824;NA;n;23;36;f;1;86
Chongqing;Rangun;Rangun;1.4965;NA;n;23;36;f;1;87
Santiago;Montreal;Santiago;1.9508;NA;n;23;36;f;1;88
Tokio;Santiago;Tokio;1.4105;NA;n;23;36;f;1;89
Harbin;Santiago;Santiago;1.4243;NA;n;23;36;f;1;90
Durban;Harbin;Durban;1.2443;NA;n;23;36;f;1;91
Tianjin;Ibadan;Tianjin;1.6295;NA;n;23;36;f;1;92
Harbin;Seoul;Harbin;0.7803;NA;n;23;36;f;1;93
Ankara;Bangkok;Bangkok;1.1992;NA;n;23;36;f;1;94
Santiago;London;London;0.9484;NA;n;23;36;f;1;95
Montreal;Kano;Montreal;1.3783;NA;n;23;36;f;1;96
Wuhan;Chongqing;Chongqing;1.1516;NA;n;23;36;f;1;97
Wuhan;Harbin;Harbin;1.2330;NA;n;23;36;f;1;98
Kano;Tokio;Tokio;1.0288;NA;n;23;36;f;1;99
Durban;Tokio;Tokio;0.9978;NA;n;23;36;f;1;100
Wuhan;Ankara;Ankara;1.1381;NA;n;23;36;f;1;101
Rangun;Tianjin;Rangun;1.0923;NA;n;23;36;f;1;102
Rangun;Durban;Rangun;1.7312;NA;n;23;36;f;1;103
Busan;Montreal;Montreal;1.2391;NA;n;23;36;f;1;104
Shanghai;Seoul;Shanghai;1.3433;NA;n;23;36;f;1;105
Wuhan;Tokio;Tokio;1.0048;NA;n;23;36;f;1;106
Kano;Ibadan;Ibadan;1.4602;NA;n;23;36;f;1;107
Seoul;Tokio;Tokio;0.9313;NA;n;23;36;f;1;108
Wuhan;Shanghai;Shanghai;1.0442;NA;n;23;36;f;1;109
Ibadan;Montreal;Ibadan;1.5996;NA;n;23;36;f;1;110
Bangkok;Harbin;Bangkok;1.9589;NA;n;23;36;f;1;111
Kano;Shanghai;Shanghai;1.4313;NA;n;23;36;f;1;112
Santiago;Tianjin;Santiago;1.5016;NA;n;23;36;f;1;113
Ibadan;Seoul;Seoul;1.0227;NA;n;23;36;f;1;114
Montreal;Ankara;Montreal;1.3889;NA;n;23;36;f;1;115
Ankara;Tokio;Tokio;1.0377;NA;n;23;36;f;1;116
Chongqing;Tianjin;Chongqing;1.6927;NA;n;23;36;f;1;117
Busan;Rangun;Rangun;1.5112;NA;n;23;36;f;1;118
Ankara;Busan;Busan;1.9258;NA;n;23;36;f;1;119
Bangkok;Ibadan;Bangkok;1.2806;NA;n;23;36;f;1;120
Busan;Santiago;Santiago;1.3339;NA;n;23;36;f;1;121
Tianjin;Busan;Busan;0.9776;NA;n;23;36;f;1;122
Tianjin;Bangkok;Bangkok;1.2030;NA;n;23;36;f;1;123
Chongqing;London;London;1.0895;NA;n;23;36;f;1;124
Busan;Durban;Busan;1.1668;NA;n;23;36;f;1;125
Santiago;Ankara;Santiago;1.2166;NA;n;23;36;f;1;126
Bangkok;Chongqing;Bangkok;1.0510;NA;n;23;36;f;1;127
Tianjin;Tokio;Tokio;1.0231;NA;n;23;36;f;1;128
Wuhan;Ibadan;Ibadan;1.1222;NA;n;23;36;f;1;129
London;Bangkok;Bangkok;1.5143;NA;n;23;36;f;1;130
London;Ankara;London;1.7547;NA;n;23;36;f;1;131
Kano;Tianjin;Kano;1.1916;NA;n;23;36;f;1;132
Bangkok;Santiago;Bangkok;0.9846;NA;n;23;36;f;1;133
Montreal;Bangkok;Bangkok;1.5325;NA;n;23;36;f;1;134
Rangun;Seoul;Rangun;1.6386;NA;n;23;36;f;1;135
Busan;Kano;Busan;1.2307;NA;n;23;36;f;1;136
Chongqing;London;London;1.7900;4;y;21;28;m;1;1
Wuhan;Shanghai;Shanghai;1.3625;4;y;21;28;m;1;2
Montreal;Tokio;Tokio;0.9921;4;y;21;28;m;1;3
Harbin;Chongqing;Harbin;1.0703;4;y;21;28;m;1;4
Tokio;London;Tokio;1.3728;4;y;21;28;m;1;5
Kano;Wuhan;Wuhan;0.9580;4;y;21;28;m;1;6
Kano;Shanghai;Shanghai;1.0493;4;y;21;28;m;1;7
Shanghai;Busan;Shanghai;0.9538;4;y;21;28;m;1;8
Rangun;Tianjin;Rangun;1.2509;4;y;21;28;m;1;9
Seoul;Bangkok;Bangkok;0.9960;4;y;21;28;m;1;10
Ibadan;Chongqing;Ibadan;1.0374;4;y;21;28;m;1;11
London;Bangkok;London;0.8116;4;y;21;28;m;1;12
Tokio;Harbin;Tokio;1.1657;4;y;21;28;m;1;13
London;Seoul;London;0.7910;4;y;21;28;m;1;14
Seoul;Montreal;Seoul;1.3834;4;y;21;28;m;1;15
London;Ankara;Ankara;3.0184;4;y;21;28;m;1;16
Durban;Tianjin;Durban;1.1807;4;y;21;28;m;1;17
Montreal;Wuhan;Montreal;1.2783;4;y;21;28;m;1;18
Ibadan;Seoul;Ibadan;1.2510;4;y;21;28;m;1;19
Chongqing;Santiago;Santiago;0.9396;4;y;21;28;m;1;20
Santiago;Durban;Santiago;1.1427;4;y;21;28;m;1;21
Tokio;Busan;Tokio;0.7088;4;y;21;28;m;1;22
Durban;Harbin;Durban;0.7290;4;y;21;28;m;1;23
Shanghai;Ibadan;Shanghai;0.6791;4;y;21;28;m;1;24
Ankara;Chongqing;Ankara;0.6386;4;y;21;28;m;1;25
London;Montreal;London;0.6475;4;y;21;28;m;1;26
Busan;Durban;Durban;0.7043;4;y;21;28;m;1;27
Rangun;Santiago;Santiago;0.7321;4;y;21;28;m;1;28
Durban;Wuhan;Durban;0.7222;4;y;21;28;m;1;29
Ibadan;Busan;Busan;0.8971;4;y;21;28;m;1;30
Tianjin;Ibadan;Ibadan;1.0157;4;y;21;28;m;1;31
Harbin;Montreal;Montreal;0.8921;4;y;21;28;m;1;32
Ibadan;Durban;Durban;1.2892;4;y;21;28;m;1;33
Bangkok;Santiago;Bangkok;0.6843;4;y;21;28;m;1;34
Tokio;Ibadan;Tokio;0.8302;4;y;21;28;m;1;35
London;Wuhan;London;0.5580;4;y;21;28;m;1;36
Rangun;London;London;0.6645;4;y;21;28;m;1;37
Santiago;London;Santiago;0.6407;4;y;21;28;m;1;38
Harbin;Santiago;Santiago;0.8298;4;y;21;28;m;1;39
Santiago;Wuhan;Santiago;0.4674;4;y;21;28;m;1;40
Harbin;London;Harbin;0.6045;4;y;21;28;m;1;41
Bangkok;Rangun;Rangun;0.9959;4;y;21;28;m;1;42
Rangun;Durban;Durban;0.5840;4;y;21;28;m;1;43
Durban;Shanghai;Shanghai;0.8097;4;y;21;28;m;1;44
Bangkok;Tokio;Tokio;0.7492;4;y;21;28;m;1;45
Harbin;Busan;Busan;0.7374;4;y;21;28;m;1;46
Chongqing;Montreal;Montreal;0.7801;4;y;21;28;m;1;47
Tokio;Rangun;Tokio;0.6359;4;y;21;28;m;1;48
Wuhan;Chongqing;Wuhan;0.8527;4;y;21;28;m;1;49
Tokio;Chongqing;Tokio;0.6383;4;y;21;28;m;1;50
Montreal;Ankara;Montreal;0.6645;4;y;21;28;m;1;51
Ankara;Tokio;Tokio;0.9963;4;y;21;28;m;1;52
Montreal;Durban;Montreal;1.0023;4;y;21;28;m;1;53
Shanghai;Santiago;Shanghai;0.6914;4;y;21;28;m;1;54
Bangkok;Busan;Bangkok;0.6628;4;y;21;28;m;1;55
Tianjin;Ankara;Ankara;0.9379;4;y;21;28;m;1;56
Tianjin;Busan;Tianjin;1.6676;4;y;21;28;m;1;57
Busan;Montreal;Busan;0.6529;4;y;21;28;m;1;58
Rangun;Wuhan;Rangun;0.9918;4;y;21;28;m;1;59
Montreal;Kano;Montreal;0.7652;4;y;21;28;m;1;60
Chongqing;Durban;Durban;0.6985;4;y;21;28;m;1;61
Bangkok;Ibadan;Bangkok;0.6335;4;y;21;28;m;1;62
Seoul;Wuhan;Seoul;0.6746;4;y;21;28;m;1;63
Shanghai;Harbin;Shanghai;0.5990;4;y;21;28;m;1;64
Busan;Santiago;Busan;0.6609;4;y;21;28;m;1;65
Chongqing;Rangun;Chongqing;1.2790;4;y;21;28;m;1;66
Tianjin;Harbin;Tianjin;1.1341;4;y;21;28;m;1;67
Ankara;Ibadan;Ankara;0.9070;4;y;21;28;m;1;68
Seoul;Ankara;Seoul;0.8102;4;y;21;28;m;1;69
Kano;Tokio;Kano;0.5763;4;y;21;28;m;1;70
Ankara;Rangun;Ankara;0.7692;4;y;21;28;m;1;71
Santiago;Ankara;Ankara;0.6918;4;y;21;28;m;1;72
Shanghai;London;London;0.6504;4;y;21;28;m;1;73
Kano;Bangkok;Bangkok;1.1056;4;y;21;28;m;1;74
Seoul;Tokio;Tokio;0.7475;4;y;21;28;m;1;75
Busan;Kano;Kano;1.4559;4;y;21;28;m;1;76
Chongqing;Seoul;Seoul;0.7211;4;y;21;28;m;1;77
Ankara;Bangkok;Ankara;0.6849;4;y;21;28;m;1;78
Durban;Tokio;Tokio;0.6436;4;y;21;28;m;1;79
Harbin;Seoul;Seoul;0.7068;4;y;21;28;m;1;80
Tianjin;Tokio;Tokio;0.5520;4;y;21;28;m;1;81
Wuhan;Busan;Wuhan;0.9003;4;y;21;28;m;1;82
Santiago;Seoul;Seoul;0.6618;4;y;21;28;m;1;83
London;Kano;London;0.8007;4;y;21;28;m;1;84
Busan;Rangun;Busan;0.6238;4;y;21;28;m;1;85
Bangkok;Shanghai;Bangkok;0.6781;4;y;21;28;m;1;86
Chongqing;Kano;Kano;0.6488;4;y;21;28;m;1;87
Seoul;Durban;Durban;0.7431;4;y;21;28;m;1;88
Wuhan;Bangkok;Bangkok;0.6348;4;y;21;28;m;1;89
Rangun;Montreal;Montreal;0.6566;4;y;21;28;m;1;90
Harbin;Ibadan;Ibadan;0.5930;4;y;21;28;m;1;91
Montreal;Tianjin;Montreal;0.6659;4;y;21;28;m;1;92
Wuhan;Ankara;Wuhan;0.5638;4;y;21;28;m;1;93
Wuhan;Tokio;Tokio;0.5391;4;y;21;28;m;1;94
Kano;Harbin;Harbin;0.6886;4;y;21;28;m;1;95
London;Tianjin;London;0.8148;4;y;21;28;m;1;96
Wuhan;Harbin;Wuhan;0.5004;4;y;21;28;m;1;97
Bangkok;Harbin;Bangkok;0.6858;4;y;21;28;m;1;98
Montreal;Shanghai;Montreal;0.6302;4;y;21;28;m;1;99
Shanghai;Chongqing;Shanghai;0.6039;4;y;21;28;m;1;100
Santiago;Montreal;Santiago;0.6399;4;y;21;28;m;1;101
Ibadan;Montreal;Montreal;0.6938;4;y;21;28;m;1;102
Harbin;Rangun;Rangun;0.7311;4;y;21;28;m;1;103
Tianjin;Wuhan;Wuhan;0.5211;4;y;21;28;m;1;104
Ankara;Shanghai;Ankara;0.6041;4;y;21;28;m;1;105
Rangun;Kano;Kano;0.9549;4;y;21;28;m;1;106
Ibadan;Rangun;Ibadan;0.6427;4;y;21;28;m;1;107
Tianjin;Bangkok;Bangkok;0.5747;4;y;21;28;m;1;108
Kano;Ankara;Ankara;1.7515;4;y;21;28;m;1;109
Tokio;Santiago;Santiago;0.6596;4;y;21;28;m;1;110
Bangkok;Chongqing;Bangkok;0.8090;4;y;21;28;m;1;111
Santiago;Kano;Santiago;0.7989;4;y;21;28;m;1;112
Ibadan;London;London;0.9858;4;y;21;28;m;1;113
Ankara;Busan;Ankara;0.9337;4;y;21;28;m;1;114
Santiago;Tianjin;Santiago;1.1532;4;y;21;28;m;1;115
Kano;Ibadan;Ibadan;0.7494;4;y;21;28;m;1;116
Tianjin;Shanghai;Shanghai;0.9081;4;y;21;28;m;1;117
Ibadan;Santiago;Santiago;1.0195;4;y;21;28;m;1;118
Durban;Bangkok;Bangkok;0.6916;4;y;21;28;m;1;119
Busan;Chongqing;Chongqing;0.9623;4;y;21;28;m;1;120
Busan;Seoul;Seoul;1.3280;4;y;21;28;m;1;121
London;Durban;London;0.6533;4;y;21;28;m;1;122
Durban;Ankara;Ankara;0.8472;4;y;21;28;m;1;123
Kano;Tianjin;Kano;0.8341;4;y;21;28;m;1;124
Busan;London;London;0.6962;4;y;21;28;m;1;125
Chongqing;Tianjin;Tianjin;0.7675;4;y;21;28;m;1;126
Durban;Kano;Durban;0.7812;4;y;21;28;m;1;127
Ankara;Harbin;Ankara;1.1377;4;y;21;28;m;1;128
Tokio;Shanghai;Tokio;0.6460;4;y;21;28;m;1;129
Shanghai;Seoul;Shanghai;0.7441;4;y;21;28;m;1;130
Montreal;Bangkok;Bangkok;1.3355;4;y;21;28;m;1;131
Seoul;Kano;Seoul;1.0682;4;y;21;28;m;1;132
Wuhan;Ibadan;Ibadan;1.1230;4;y;21;28;m;1;133
Seoul;Tianjin;Seoul;1.0095;4;y;21;28;m;1;134
Rangun;Seoul;Seoul;1.2368;4;y;21;28;m;1;135
